SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
985,03/03/2020,New York,India,03/03/2020 00:00,95637,298,64610
986,03/03/2020,New York,Spain,03/03/2020 01:00,76789,4434,28540
987,03/03/2020,Unknown,India,03/03/2020 02:00,48504,3460,76537
988,03/03/2020,California,China,03/03/2020 03:00,3223,4061,61434
989,03/03/2020,New York,Spain,03/03/2020 04:00,70977,473,9078
990,03/03/2020,Guangdong,China,03/03/2020 05:00,40149,4711,56125
991,03/03/2020,Guangdong,India,03/03/2020 06:00,12863,4887,52960
992,03/03/2020,New York,US,03/03/2020 07:00,29564,3213,61521
993,03/03/2020,California,Spain,03/03/2020 08:00,82189,4108,89485
994,03/03/2020,Guangdong,China,03/03/2020 09:00,89624,448,24245
995,03/03/2020,Unknown,Spain,03/03/2020 10:00,22499,2221,84667
996,03/03/2020,Guangdong,Spain,03/03/2020 11:00,89218,1982,32811
997,03/03/2020,Hubei,Spain,03/03/2020 12:00,32132,3611,31543
998,03/03/2020,Hubei,Italy,03/03/2020 13:00,4533,2642,62941
999,03/03/2020,California,China,03/03/2020 14:00,82962,1920,36610
1000,03/03/2020,New York,China,03/03/2020 15:00,80096,2316,4705
1001,03/03/2020,California,Spain,03/03/2020 16:00,34409,1274,18272
1002,03/03/2020,California,US,03/03/2020 17:00,81461,4868,31834
1003,03/03/2020,California,Spain,03/03/2020 18:00,22987,1615,53050
1004,03/03/2020,California,Italy,03/03/2020 19:00,10633,4983,79176
1005,03/03/2020,Unknown,India,03/03/2020 20:00,56207,3618,81548
1006,03/03/2020,Unknown,Italy,03/03/2020 21:00,50535,2306,61236
1007,03/03/2020,Guangdong,US,03/03/2020 22:00,95661,259,71419
1008,03/03/2020,Hubei,Spain,03/03/2020 23:00,3996,3206,25295
1009,03/04/2020,California,China,03/04/2020 00:00,14,1512,82610
1010,03/04/2020,Guangdong,Spain,03/04/2020 01:00,80431,4738,48937
1011,03/04/2020,Hubei,US,03/04/2020 02:00,1674,2128,6842
1012,03/04/2020,New York,China,03/04/2020 03:00,37867,3438,8301
1013,03/04/2020,Unknown,Italy,03/04/2020 04:00,85537,2176,31579
1014,03/04/2020,Hubei,India,03/04/2020 05:00,57251,4507,25090
1015,03/04/2020,New York,India,03/04/2020 06:00,55709,3508,8828
1016,03/04/2020,Hubei,Spain,03/04/2020 07:00,17864,4710,52480
1017,03/04/2020,Unknown,Italy,03/04/2020 08:00,26321,4994,66162
1018,03/04/2020,Unknown,US,03/04/2020 09:00,24082,3080,59850
1019,03/04/2020,Guangdong,India,03/04/2020 10:00,40131,231,23933
1020,03/04/2020,California,Italy,03/04/2020 11:00,71493,729,61233
1021,03/04/2020,Hubei,Spain,03/04/2020 12:00,4210,3012,87533
1022,03/04/2020,Hubei,China,03/04/2020 13:00,64586,2929,32591
1023,03/04/2020,New York,Spain,03/04/2020 14:00,83605,317,14432
1024,03/04/2020,Unknown,Spain,03/04/2020 15:00,34851,1530,10042
1025,03/04/2020,Hubei,Italy,03/04/2020 16:00,26865,1110,20703
1026,03/04/2020,Unknown,India,03/04/2020 17:00,83606,715,22345
1027,03/04/2020,Hubei,Italy,03/04/2020 18:00,4158,1341,11070
1028,03/04/2020,Guangdong,China,03/04/2020 19:00,57852,3404,77080
1029,03/04/2020,California,Italy,03/04/2020 20:00,49339,3312,73595
1030,03/04/2020,Hubei,US,03/04/2020 21:00,20572,3120,39552
1031,03/04/2020,Unknown,Spain,03/04/2020 22:00,4100,3087,18018
1032,03/04/2020,Guangdong,India,03/04/2020 23:00,44469,201,14093
1033,03/05/2020,Hubei,China,03/05/2020 00:00,81061,2140,68079
1034,03/05/2020,New York,Spain,03/05/2020 01:00,60861,1672,16118
1035,03/05/2020,California,Italy,03/05/2020 02:00,18456,1056,72889
1036,03/05/2020,Hubei,US,03/05/2020 03:00,55803,3671,63219
1037,03/05/2020,Guangdong,Italy,03/05/2020 04:00,65633,418,13349
1038,03/05/2020,New York,Spain,03/05/2020 05:00,75019,2598,66304
1039,03/05/2020,Guangdong,China,03/05/2020 06:00,36232,625,14163
1040,03/05/2020,Guangdong,India,03/05/2020 07:00,67323,4940,15095
1041,03/05/2020,New York,Spain,03/05/2020 08:00,21788,3830,68139
1042,03/05/2020,Guangdong,China,03/05/2020 09:00,98987,1878,66527
1043,03/05/2020,New York,Spain,03/05/2020 10:00,16092,1944,26304
1044,03/05/2020,Hubei,US,03/05/2020 11:00,1132,2929,42988
1045,03/05/2020,New York,Italy,03/05/2020 12:00,77850,2767,58873
1046,03/05/2020,New York,India,03/05/2020 13:00,88118,3383,82408
1047,03/05/2020,California,China,03/05/2020 14:00,93316,3540,73715
1048,03/05/2020,New York,India,03/05/2020 15:00,97772,393,4152
1049,03/05/2020,New York,India,03/05/2020 16:00,13068,2856,49663
1050,03/05/2020,Hubei,India,03/05/2020 17:00,47401,2919,27180
1051,03/05/2020,California,China,03/05/2020 18:00,48526,2618,66270
1052,03/05/2020,Unknown,China,03/05/2020 19:00,58958,631,71214
1053,03/05/2020,Hubei,India,03/05/2020 20:00,76593,2856,36077
1054,03/05/2020,Hubei,Italy,03/05/2020 21:00,55041,321,26649
1055,03/05/2020,Unknown,Spain,03/05/2020 22:00,99158,3506,47496
1056,03/05/2020,New York,India,03/05/2020 23:00,63372,4669,63282
1057,03/06/2020,Guangdong,US,03/06/2020 00:00,67562,1693,70237
1058,03/06/2020,California,India,03/06/2020 01:00,92099,1063,64903
1059,03/06/2020,Guangdong,China,03/06/2020 02:00,64046,3111,13060
1060,03/06/2020,Unknown,Spain,03/06/2020 03:00,68086,1476,75558
1061,03/06/2020,Hubei,US,03/06/2020 04:00,96458,2917,83779
1062,03/06/2020,Hubei,Spain,03/06/2020 05:00,7089,3261,40487
1063,03/06/2020,California,Spain,03/06/2020 06:00,16623,2793,916
1064,03/06/2020,Hubei,US,03/06/2020 07:00,49641,3086,23648
1065,03/06/2020,Hubei,India,03/06/2020 08:00,12043,3811,44135
1066,03/06/2020,California,India,03/06/2020 09:00,66572,3970,51814
1067,03/06/2020,California,India,03/06/2020 10:00,64136,3351,37460
1068,03/06/2020,Unknown,Italy,03/06/2020 11:00,88052,958,81391
1069,03/06/2020,Hubei,India,03/06/2020 12:00,86700,4143,58581
1070,03/06/2020,Hubei,US,03/06/2020 13:00,57061,1582,1335
1071,03/06/2020,Unknown,Italy,03/06/2020 14:00,6122,3176,54202
1072,03/06/2020,New York,India,03/06/2020 15:00,47346,2416,62564
1073,03/06/2020,New York,Italy,03/06/2020 16:00,97322,459,10892
1074,03/06/2020,New York,US,03/06/2020 17:00,16150,2294,42913
1075,03/06/2020,Unknown,India,03/06/2020 18:00,87630,2311,47971
1076,03/06/2020,Hubei,China,03/06/2020 19:00,77228,1229,25524
1077,03/06/2020,Unknown,US,03/06/2020 20:00,12054,1530,65837
1078,03/06/2020,Unknown,Spain,03/06/2020 21:00,1767,4625,14903
1079,03/06/2020,New York,Spain,03/06/2020 22:00,4708,1387,52846
1080,03/06/2020,Guangdong,US,03/06/2020 23:00,57999,2797,42435
1081,03/07/2020,Hubei,Spain,03/07/2020 00:00,52158,1363,71180
1082,03/07/2020,New York,US,03/07/2020 01:00,29292,4502,5520
1083,03/07/2020,Guangdong,China,03/07/2020 02:00,28082,452,33436
1084,03/07/2020,Guangdong,US,03/07/2020 03:00,34024,3904,2128
1085,03/07/2020,California,India,03/07/2020 04:00,92270,4909,80995
1086,03/07/2020,Hubei,India,03/07/2020 05:00,23461,577,82137
1087,03/07/2020,Guangdong,Italy,03/07/2020 06:00,5351,3919,60275
1088,03/07/2020,New York,Spain,03/07/2020 07:00,47031,3012,8940
1089,03/07/2020,California,Spain,03/07/2020 08:00,99053,3264,24776
1090,03/07/2020,Hubei,US,03/07/2020 09:00,82628,1931,84541
1091,03/07/2020,Unknown,Spain,03/07/2020 10:00,39718,4242,66257
1092,03/07/2020,New York,India,03/07/2020 11:00,90577,4501,59571
1093,03/07/2020,Guangdong,China,03/07/2020 12:00,91212,182,87101
1094,03/07/2020,Guangdong,US,03/07/2020 13:00,12777,3177,84240
1095,03/07/2020,New York,Spain,03/07/2020 14:00,89856,235,39718
1096,03/07/2020,Guangdong,India,03/07/2020 15:00,8308,637,9968
1097,03/07/2020,California,Italy,03/07/2020 16:00,43441,3005,80634
1098,03/07/2020,Hubei,Spain,03/07/2020 17:00,80865,4274,74426
1099,03/07/2020,California,China,03/07/2020 18:00,13882,2479,66157
1100,03/07/2020,Guangdong,China,03/07/2020 19:00,4714,3472,59931
1101,03/07/2020,Unknown,Spain,03/07/2020 20:00,91586,524,16843
1102,03/07/2020,Hubei,Spain,03/07/2020 21:00,43432,2790,56377
1103,03/07/2020,Hubei,India,03/07/2020 22:00,81289,2370,24875
1104,03/07/2020,New York,Spain,03/07/2020 23:00,95515,1284,59888
1105,03/08/2020,New York,Italy,03/08/2020 00:00,80166,1635,81234
1106,03/08/2020,Unknown,India,03/08/2020 01:00,17658,1723,26006
1107,03/08/2020,Hubei,US,03/08/2020 02:00,69245,2446,24525
1108,03/08/2020,Unknown,Italy,03/08/2020 03:00,98642,4432,52604
1109,03/08/2020,New York,India,03/08/2020 04:00,77027,4214,89232
1110,03/08/2020,New York,India,03/08/2020 05:00,50808,1581,5925
1111,03/08/2020,Hubei,China,03/08/2020 06:00,39530,2460,31122
1112,03/08/2020,California,India,03/08/2020 07:00,8834,579,39199
1113,03/08/2020,Guangdong,Italy,03/08/2020 08:00,14358,3941,33756
1114,03/08/2020,New York,Spain,03/08/2020 09:00,9872,195,24789
1115,03/08/2020,New York,Italy,03/08/2020 10:00,58694,332,16915
1116,03/08/2020,California,US,03/08/2020 11:00,87193,3091,2917
1117,03/08/2020,California,India,03/08/2020 12:00,50321,4718,72421
1118,03/08/2020,Unknown,India,03/08/2020 13:00,90363,657,59328
1119,03/08/2020,Unknown,India,03/08/2020 14:00,73709,703,59602
1120,03/08/2020,Guangdong,India,03/08/2020 15:00,16685,4978,10410
1121,03/08/2020,Guangdong,China,03/08/2020 16:00,11333,1449,13574
1122,03/08/2020,Hubei,China,03/08/2020 17:00,11356,1252,62115
1123,03/08/2020,Unknown,Spain,03/08/2020 18:00,40584,523,39332
1124,03/08/2020,New York,India,03/08/2020 19:00,51362,2264,59453
1125,03/08/2020,Unknown,US,03/08/2020 20:00,11344,2422,30805
1126,03/08/2020,New York,Spain,03/08/2020 21:00,44619,35,14826
1127,03/08/2020,California,India,03/08/2020 22:00,81331,775,30779
1128,03/08/2020,Unknown,China,03/08/2020 23:00,95279,27,35292
1129,03/09/2020,California,US,03/09/2020 00:00,1943,85,12607
1130,03/09/2020,Guangdong,Spain,03/09/2020 01:00,90185,2235,59443
1131,03/09/2020,Guangdong,US,03/09/2020 02:00,60217,2352,45712
1132,03/09/2020,Hubei,India,03/09/2020 03:00,21021,3493,45883
1133,03/09/2020,Unknown,Italy,03/09/2020 04:00,8348,4281,1100
1134,03/09/2020,California,US,03/09/2020 05:00,77286,4653,8310
1135,03/09/2020,New York,US,03/09/2020 06:00,70921,2556,43728
1136,03/09/2020,Guangdong,China,03/09/2020 07:00,16639,4312,38069
1137,03/09/2020,Guangdong,India,03/09/2020 08:00,85030,256,89737
1138,03/09/2020,New York,US,03/09/2020 09:00,64566,3806,47740
1139,03/09/2020,California,India,03/09/2020 10:00,42011,1447,9233
1140,03/09/2020,California,China,03/09/2020 11:00,18640,4419,496
1141,03/09/2020,Unknown,India,03/09/2020 12:00,35402,2244,4174
1142,03/09/2020,Unknown,China,03/09/2020 13:00,65088,4599,57402
1143,03/09/2020,Hubei,China,03/09/2020 14:00,60240,3343,71066
1144,03/09/2020,Guangdong,Spain,03/09/2020 15:00,1891,693,15098
1145,03/09/2020,Unknown,India,03/09/2020 16:00,28259,2065,56121
1146,03/09/2020,California,Italy,03/09/2020 17:00,63021,3600,34421
1147,03/09/2020,New York,Spain,03/09/2020 18:00,28987,4220,40014
1148,03/09/2020,California,China,03/09/2020 19:00,52616,482,46828
1149,03/09/2020,Guangdong,Italy,03/09/2020 20:00,10683,3665,46567
1150,03/09/2020,California,US,03/09/2020 21:00,61083,3075,82163
1151,03/09/2020,Hubei,US,03/09/2020 22:00,9967,2674,18639
1152,03/09/2020,Guangdong,Spain,03/09/2020 23:00,77664,2398,72535
1153,03/10/2020,New York,Italy,03/10/2020 00:00,40194,350,39511
1154,03/10/2020,Hubei,India,03/10/2020 01:00,93831,648,68228
1155,03/10/2020,Guangdong,Italy,03/10/2020 02:00,85873,3870,6073
1156,03/10/2020,New York,Spain,03/10/2020 03:00,62661,227,68783
1157,03/10/2020,Hubei,India,03/10/2020 04:00,87738,2063,88541
1158,03/10/2020,Hubei,India,03/10/2020 05:00,72307,424,83535
1159,03/10/2020,Guangdong,US,03/10/2020 06:00,43452,2511,19
1160,03/10/2020,Unknown,Italy,03/10/2020 07:00,12857,4819,49372
1161,03/10/2020,Hubei,India,03/10/2020 08:00,31301,1821,14160
1162,03/10/2020,Hubei,Spain,03/10/2020 09:00,55900,4889,47378
1163,03/10/2020,New York,US,03/10/2020 10:00,31460,4272,20155
1164,03/10/2020,California,India,03/10/2020 11:00,86923,2590,40089
1165,03/10/2020,Guangdong,Italy,03/10/2020 12:00,49800,2556,40344
1166,03/10/2020,Guangdong,US,03/10/2020 13:00,9832,1585,32398
1167,03/10/2020,Unknown,Italy,03/10/2020 14:00,47408,1678,57594
1168,03/10/2020,Unknown,Italy,03/10/2020 15:00,12626,4659,61651
1169,03/10/2020,Guangdong,Italy,03/10/2020 16:00,57872,2280,48605
1170,03/10/2020,Unknown,US,03/10/2020 17:00,84021,3749,64174
1171,03/10/2020,New York,India,03/10/2020 18:00,78959,2538,78242
1172,03/10/2020,Guangdong,China,03/10/2020 19:00,96939,1016,70277
1173,03/10/2020,Unknown,India,03/10/2020 20:00,96159,443,30323
1174,03/10/2020,Guangdong,US,03/10/2020 21:00,16802,2067,28566
1175,03/10/2020,California,China,03/10/2020 22:00,16333,3682,37355
1176,03/10/2020,Hubei,China,03/10/2020 23:00,35120,3798,88358
1177,03/11/2020,Guangdong,China,03/11/2020 00:00,93621,3627,55752
1178,03/11/2020,Hubei,Spain,03/11/2020 01:00,22159,110,42129
1179,03/11/2020,Unknown,US,03/11/2020 02:00,24660,2534,49891
1180,03/11/2020,Hubei,Spain,03/11/2020 03:00,56843,88,9982
1181,03/11/2020,Guangdong,China,03/11/2020 04:00,34519,3390,18587
1182,03/11/2020,California,Spain,03/11/2020 05:00,94333,1941,75711
1183,03/11/2020,Unknown,Spain,03/11/2020 06:00,84577,3310,53074
1184,03/11/2020,Guangdong,US,03/11/2020 07:00,44935,71,32185
1185,03/11/2020,Unknown,Italy,03/11/2020 08:00,22507,821,83877
1186,03/11/2020,New York,Spain,03/11/2020 09:00,71060,3470,54478
1187,03/11/2020,Hubei,Spain,03/11/2020 10:00,84271,815,81323
1188,03/11/2020,New York,China,03/11/2020 11:00,57223,403,67325
1189,03/11/2020,Guangdong,China,03/11/2020 12:00,27675,1698,80843
1190,03/11/2020,California,China,03/11/2020 13:00,17673,4346,584
1191,03/11/2020,Unknown,India,03/11/2020 14:00,35470,2916,38946
1192,03/11/2020,Hubei,Spain,03/11/2020 15:00,41603,2042,36958
1193,03/11/2020,Unknown,China,03/11/2020 16:00,84825,1953,47323
1194,03/11/2020,Guangdong,US,03/11/2020 17:00,31230,4963,74936
1195,03/11/2020,Unknown,India,03/11/2020 18:00,14542,3293,11885
1196,03/11/2020,Hubei,Italy,03/11/2020 19:00,61407,3702,27023
1197,03/11/2020,Guangdong,Spain,03/11/2020 20:00,53821,3253,21169
1198,03/11/2020,Unknown,Spain,03/11/2020 21:00,35690,4991,78816
1199,03/11/2020,California,US,03/11/2020 22:00,6654,3801,14469
1200,03/11/2020,Guangdong,Italy,03/11/2020 23:00,67557,255,81340
1201,03/12/2020,Guangdong,Italy,03/12/2020 00:00,85544,1931,71561
1202,03/12/2020,California,India,03/12/2020 01:00,88264,1111,7455
1203,03/12/2020,New York,Spain,03/12/2020 02:00,89698,872,63365
1204,03/12/2020,Hubei,China,03/12/2020 03:00,27446,4587,10497
1205,03/12/2020,New York,US,03/12/2020 04:00,95515,1561,66598
1206,03/12/2020,Unknown,US,03/12/2020 05:00,48484,4728,28976
1207,03/12/2020,California,US,03/12/2020 06:00,44078,4457,60698
1208,03/12/2020,New York,US,03/12/2020 07:00,4225,893,25101
1209,03/12/2020,Guangdong,China,03/12/2020 08:00,74745,2684,75110
1210,03/12/2020,Unknown,China,03/12/2020 09:00,81259,1246,47481
1211,03/12/2020,Unknown,India,03/12/2020 10:00,45487,746,21352
1212,03/12/2020,New York,Spain,03/12/2020 11:00,68676,4053,71602
1213,03/12/2020,New York,China,03/12/2020 12:00,11721,4085,29661
1214,03/12/2020,California,India,03/12/2020 13:00,2587,1006,21784
1215,03/12/2020,Hubei,Italy,03/12/2020 14:00,39437,2740,28682
1216,03/12/2020,New York,Spain,03/12/2020 15:00,18989,4310,10914
1217,03/12/2020,New York,China,03/12/2020 16:00,32726,4322,39606
1218,03/12/2020,Guangdong,Italy,03/12/2020 17:00,70540,890,34755
1219,03/12/2020,Unknown,India,03/12/2020 18:00,79837,2491,69603
1220,03/12/2020,Hubei,China,03/12/2020 19:00,98215,2876,12315
1221,03/12/2020,Guangdong,China,03/12/2020 20:00,93639,1631,8877
1222,03/12/2020,California,Italy,03/12/2020 21:00,41168,3703,23038
1223,03/12/2020,California,China,03/12/2020 22:00,64669,2026,12869
1224,03/12/2020,New York,US,03/12/2020 23:00,73040,4107,12058
1225,03/13/2020,New York,China,03/13/2020 00:00,71616,3322,11017
1226,03/13/2020,California,Spain,03/13/2020 01:00,7408,741,69270
1227,03/13/2020,New York,Italy,03/13/2020 02:00,4153,3008,88724
1228,03/13/2020,Hubei,Spain,03/13/2020 03:00,11055,1976,3500
1229,03/13/2020,New York,India,03/13/2020 04:00,19760,3662,62650
1230,03/13/2020,Unknown,Spain,03/13/2020 05:00,17752,3800,45098
1231,03/13/2020,New York,US,03/13/2020 06:00,89729,3571,71266
1232,03/13/2020,Guangdong,US,03/13/2020 07:00,3800,2911,54682
1233,03/13/2020,Hubei,Spain,03/13/2020 08:00,66573,3084,68797
1234,03/13/2020,Guangdong,India,03/13/2020 09:00,30054,773,52995
1235,03/13/2020,Guangdong,China,03/13/2020 10:00,61816,2144,70361
1236,03/13/2020,Unknown,US,03/13/2020 11:00,26866,992,1981
1237,03/13/2020,Hubei,Spain,03/13/2020 12:00,992,1838,82567
1238,03/13/2020,Hubei,Spain,03/13/2020 13:00,23696,3813,53075
1239,03/13/2020,Hubei,Spain,03/13/2020 14:00,60282,4907,15876
1240,03/13/2020,Hubei,China,03/13/2020 15:00,98697,3321,1982
1241,03/13/2020,Hubei,Italy,03/13/2020 16:00,73541,3842,64368
1242,03/13/2020,Unknown,India,03/13/2020 17:00,52838,3253,70791
1243,03/13/2020,New York,Italy,03/13/2020 18:00,29400,1875,76285
1244,03/13/2020,Guangdong,India,03/13/2020 19:00,82277,3237,30214
1245,03/13/2020,Hubei,India,03/13/2020 20:00,17565,3,2019
1246,03/13/2020,New York,Spain,03/13/2020 21:00,39585,164,58166
1247,03/13/2020,New York,US,03/13/2020 22:00,34833,4439,40839
1248,03/13/2020,Guangdong,Spain,03/13/2020 23:00,12094,1897,72516
1249,03/14/2020,Unknown,China,03/14/2020 00:00,31280,3240,43524
1250,03/14/2020,California,India,03/14/2020 01:00,46647,2567,51984
1251,03/14/2020,California,US,03/14/2020 02:00,44378,3507,9212
1252,03/14/2020,New York,India,03/14/2020 03:00,19513,2559,89022
1253,03/14/2020,Guangdong,India,03/14/2020 04:00,154,1338,63642
1254,03/14/2020,California,Spain,03/14/2020 05:00,95798,4637,87911
1255,03/14/2020,New York,US,03/14/2020 06:00,28134,612,20592
1256,03/14/2020,Unknown,US,03/14/2020 07:00,8678,4995,32203
1257,03/14/2020,California,India,03/14/2020 08:00,6294,1884,36443
1258,03/14/2020,New York,US,03/14/2020 09:00,9574,4024,60227
1259,03/14/2020,New York,US,03/14/2020 10:00,35183,3134,34547
1260,03/14/2020,Hubei,Spain,03/14/2020 11:00,48747,1055,53848
1261,03/14/2020,Unknown,Italy,03/14/2020 12:00,66606,1622,82793
1262,03/14/2020,Hubei,China,03/14/2020 13:00,18638,3282,44610
1263,03/14/2020,Guangdong,Italy,03/14/2020 14:00,57194,2610,29817
1264,03/14/2020,Hubei,US,03/14/2020 15:00,47553,3069,86686
1265,03/14/2020,Hubei,India,03/14/2020 16:00,26082,1255,85348
1266,03/14/2020,California,China,03/14/2020 17:00,16306,2660,58635
1267,03/14/2020,New York,China,03/14/2020 18:00,7807,4224,87524
1268,03/14/2020,Unknown,India,03/14/2020 19:00,88760,1042,11108
1269,03/14/2020,Hubei,China,03/14/2020 20:00,51342,4452,9219
1270,03/14/2020,Unknown,India,03/14/2020 21:00,32143,1442,25317
1271,03/14/2020,Hubei,China,03/14/2020 22:00,58414,3677,3881
1272,03/14/2020,Guangdong,Italy,03/14/2020 23:00,90302,4176,42202
1273,03/15/2020,Hubei,China,03/15/2020 00:00,24715,3686,89365
1274,03/15/2020,California,Spain,03/15/2020 01:00,62054,1904,20736
1275,03/15/2020,New York,India,03/15/2020 02:00,72934,2713,56623
1276,03/15/2020,Guangdong,China,03/15/2020 03:00,12202,1877,59434
1277,03/15/2020,Hubei,India,03/15/2020 04:00,27987,790,11109
1278,03/15/2020,Unknown,Spain,03/15/2020 05:00,35740,224,88979
1279,03/15/2020,Guangdong,China,03/15/2020 06:00,76848,3034,71185
1280,03/15/2020,Guangdong,China,03/15/2020 07:00,85890,4875,44741
1281,03/15/2020,Hubei,Spain,03/15/2020 08:00,53871,4232,59056
1282,03/15/2020,Guangdong,Spain,03/15/2020 09:00,13627,225,86928
1283,03/15/2020,Unknown,Spain,03/15/2020 10:00,99649,3405,61108
1284,03/15/2020,Guangdong,India,03/15/2020 11:00,94294,3179,72853
1285,03/15/2020,Unknown,Spain,03/15/2020 12:00,51069,811,57937
1286,03/15/2020,Hubei,India,03/15/2020 13:00,40409,2492,76567
1287,03/15/2020,New York,Italy,03/15/2020 14:00,94022,4102,79499
1288,03/15/2020,Guangdong,China,03/15/2020 15:00,80635,4223,32003
1289,03/15/2020,New York,China,03/15/2020 16:00,61486,4066,58749
1290,03/15/2020,Unknown,US,03/15/2020 17:00,1611,4362,5508
1291,03/15/2020,Guangdong,Italy,03/15/2020 18:00,31657,4309,37785
1292,03/15/2020,California,Spain,03/15/2020 19:00,18462,246,61155
1293,03/15/2020,New York,Spain,03/15/2020 20:00,76309,1618,73658
1294,03/15/2020,Guangdong,Italy,03/15/2020 21:00,89299,1827,24509
1295,03/15/2020,New York,Spain,03/15/2020 22:00,38547,3445,25497
1296,03/15/2020,Guangdong,US,03/15/2020 23:00,29063,420,14418
1297,03/16/2020,Hubei,India,03/16/2020 00:00,82273,2764,59383
1298,03/16/2020,New York,China,03/16/2020 01:00,79397,1371,43159
1299,03/16/2020,California,Italy,03/16/2020 02:00,52788,4238,69598
1300,03/16/2020,California,China,03/16/2020 03:00,42523,2188,46814
1301,03/16/2020,Unknown,India,03/16/2020 04:00,30284,2612,72884
1302,03/16/2020,Guangdong,Italy,03/16/2020 05:00,87964,2080,7945
1303,03/16/2020,New York,India,03/16/2020 06:00,63996,4324,1493
1304,03/16/2020,Unknown,Spain,03/16/2020 07:00,66247,2735,61517
1305,03/16/2020,New York,Spain,03/16/2020 08:00,13706,829,78235
1306,03/16/2020,Guangdong,Spain,03/16/2020 09:00,93614,3058,83517
1307,03/16/2020,California,India,03/16/2020 10:00,10924,849,35196
1308,03/16/2020,Hubei,India,03/16/2020 11:00,15921,2780,11187
1309,03/16/2020,California,India,03/16/2020 12:00,25432,1153,16696
1310,03/16/2020,Unknown,China,03/16/2020 13:00,17813,4940,76170
1311,03/16/2020,Hubei,India,03/16/2020 14:00,65250,3829,39454
1312,03/16/2020,Unknown,Spain,03/16/2020 15:00,68956,2682,65539
1313,03/16/2020,Guangdong,US,03/16/2020 16:00,2068,3079,41845
1314,03/16/2020,Hubei,India,03/16/2020 17:00,39927,402,12380
1315,03/16/2020,Unknown,US,03/16/2020 18:00,70342,2975,21602
1316,03/16/2020,Guangdong,Spain,03/16/2020 19:00,30539,1602,67916
1317,03/16/2020,California,India,03/16/2020 20:00,11683,4722,17619
1318,03/16/2020,Guangdong,China,03/16/2020 21:00,85151,980,73298
1319,03/16/2020,New York,China,03/16/2020 22:00,35674,2294,27854
1320,03/16/2020,Guangdong,US,03/16/2020 23:00,52703,2384,45682
1321,03/17/2020,Guangdong,China,03/17/2020 00:00,58810,3352,11225
1322,03/17/2020,New York,China,03/17/2020 01:00,86111,4128,57083
1323,03/17/2020,Unknown,China,03/17/2020 02:00,85343,798,45628
1324,03/17/2020,Unknown,Spain,03/17/2020 03:00,85977,2595,35171
1325,03/17/2020,Guangdong,China,03/17/2020 04:00,87114,1366,38789
1326,03/17/2020,New York,Italy,03/17/2020 05:00,11117,2938,56572
1327,03/17/2020,New York,India,03/17/2020 06:00,3665,1262,78019
1328,03/17/2020,California,China,03/17/2020 07:00,44390,2776,67905
1329,03/17/2020,Unknown,China,03/17/2020 08:00,74884,3248,2467
1330,03/17/2020,Hubei,China,03/17/2020 09:00,63887,303,32241
1331,03/17/2020,Unknown,Italy,03/17/2020 10:00,48266,1693,42894
1332,03/17/2020,Unknown,China,03/17/2020 11:00,55541,2316,79143
1333,03/17/2020,California,China,03/17/2020 12:00,64802,4495,34027
1334,03/17/2020,Hubei,India,03/17/2020 13:00,94319,921,34822
1335,03/17/2020,California,Italy,03/17/2020 14:00,7882,420,16917
1336,03/17/2020,Hubei,Italy,03/17/2020 15:00,70825,2178,17907
1337,03/17/2020,Guangdong,China,03/17/2020 16:00,13910,3809,43146
1338,03/17/2020,Hubei,Italy,03/17/2020 17:00,40566,1166,85377
1339,03/17/2020,California,US,03/17/2020 18:00,63073,4673,35357
1340,03/17/2020,Unknown,Italy,03/17/2020 19:00,97519,539,37187
1341,03/17/2020,Hubei,Italy,03/17/2020 20:00,36176,3499,72628
1342,03/17/2020,Hubei,Italy,03/17/2020 21:00,83081,1460,39512
1343,03/17/2020,New York,Spain,03/17/2020 22:00,30289,4687,85656
1344,03/17/2020,Unknown,Spain,03/17/2020 23:00,50411,4739,49224
1345,03/18/2020,Guangdong,Spain,03/18/2020 00:00,69626,327,84807
1346,03/18/2020,California,Italy,03/18/2020 01:00,15362,2859,46468
1347,03/18/2020,Guangdong,US,03/18/2020 02:00,87610,2093,5357
1348,03/18/2020,Unknown,Italy,03/18/2020 03:00,96371,2131,66881
1349,03/18/2020,Hubei,China,03/18/2020 04:00,13783,2841,9978
1350,03/18/2020,Hubei,US,03/18/2020 05:00,44162,351,13616
1351,03/18/2020,Unknown,Spain,03/18/2020 06:00,35749,4732,74759
1352,03/18/2020,Hubei,India,03/18/2020 07:00,3554,3908,9422
1353,03/18/2020,Hubei,US,03/18/2020 08:00,58568,233,8602
1354,03/18/2020,Hubei,Spain,03/18/2020 09:00,18773,3122,10497
1355,03/18/2020,California,US,03/18/2020 10:00,73694,4876,50971
1356,03/18/2020,California,US,03/18/2020 11:00,66550,2728,89133
1357,03/18/2020,New York,Italy,03/18/2020 12:00,46295,932,47229
1358,03/18/2020,Guangdong,China,03/18/2020 13:00,30331,1823,68628
1359,03/18/2020,Unknown,India,03/18/2020 14:00,45640,3500,54441
1360,03/18/2020,Unknown,Spain,03/18/2020 15:00,64877,4073,68127
1361,03/18/2020,Unknown,US,03/18/2020 16:00,46969,3345,56735
1362,03/18/2020,New York,India,03/18/2020 17:00,42986,860,74389
1363,03/18/2020,California,US,03/18/2020 18:00,7585,1230,58700
